"question_id","question","answers__001","answers__002","answers__003","answers__004","correct","context","eval_score"
"5cb72774-98a2-11eb-b28e-4fc593e2bb35","who is the coach of chappell in world cup?","Rayudu","Pant","Karthik","Rahane","3","T20I Cricket Most wins in T20Is as captain (41) Ganguly 27 Uthappa 34 Zaheer 36 Sreesanth 37 Kumble 44 Sehwag 56 Pathan 68 Agarkar 99 Karthik Coach: Chappell vteIndia squad - 2007 ICC World Twenty20 (1st Title) 1 Lieutenant Colonel MS Dhoni completes 15-day Army stint"".","1.1043401956558228"
"5dde0ca8-98a2-11eb-b28e-4fc593e2bb35","who is the captain of adlington sri dhoni?","Moeen purushottam phadke","Jadeja purushottam phadke","Ncn purushottam phadke","Gopal purushottam phadke","4","Gopal Purushottam Phadke (2003) Dhoni faces ban from Adelaide Test for Team India's slow over rate at Perth - CricIndia - Following Indian Cricket"". InsideSport.","0.5042498707771301"
"5f7a88c0-98a2-11eb-b28e-4fc593e2bb35","What is the name of the family that shifted to Dehradun?","Sakshi","Nakshi","Sonakshi","Saakshi","1","InsideSport. After the retirement of Sakshi's father from his tea growing business, their family shifted to their native place, Dehradun. espncricinfo.com.","0.7797979712486267"
"62137dee-98a2-11eb-b28e-4fc593e2bb35","Dhoni had few batting opportunities in the first two ODIs of the?","Lanka lankan bilateral odi series","Lankan lankan bilateral odi series","Sri lankan bilateral odi series","Bangladesh lankan bilateral odi series","3","Retrieved 12 February 2017. Dhoni had few batting opportunities in the first two games of the Sri Lankan bilateral ODI series (October-November 2005) and was promoted to No. 3 in the third ODI at Sawai Mansingh Stadium (Jaipur). Retrieved 4 April 2011. ""","1.882533073425293"
"644b7706-98a2-11eb-b28e-4fc593e2bb35","Bachendri Pal is a title of the book by D K Khullar.?","Sudhakar","Sudhi","Prabhakar vaidya","Prabha","3","Sourav Ganguly"". Chuni Goswami (1984) D. K. Khullar (1984) Bachendri Pal (1984) Prabhakar Vaidya (2012) Premlata Agrawal (2013)","1.7383352518081665"
"650b1304-98a2-11eb-b28e-4fc593e2bb35","Prabhakar Vaidya is the lead author of which 2013 film?","Prajwal","Dhawal","Premlata agrawal","Agrawala","3","Chuni Goswami (1984) D. K. Khullar (1984) Bachendri Pal (1984) Prabhakar Vaidya (2012) Premlata Agrawal (2013) chitramala.com.","1.7852340936660767"
"693aa41c-98a2-11eb-b28e-4fc593e2bb35","when did dhoni get banned for the fourth test match?","September 2007","January 2012","September 2013","December 2006","2","He stumped Tamim Iqbal, Shakib Al Hasan and captain Habibul Bashar in the match but, India lost by 5 wickets. In January 2012 Dhoni was banned for the fourth Test match against Australia in Adelaide as India was two overs short during the third Test in Perth. The innings was described in Wisden Almanack (2006) as 'Uninhibited, yet anything but crude'.","1.6151188611984253"
"6c823d38-98a2-11eb-b28e-4fc593e2bb35","what is the name of the shari khal in sharath?","Tsaesci","Akaviri","Aditya","Kamal","4","1967/68: Gautam Gambhir (2019) Sharath Kamal (2019) Bombayla Devi Laishram (2019) Bajrang Punia (2019) 2012","0.6695373058319092"
"6dfc6efe-98a2-11eb-b28e-4fc593e2bb35","who is the king of sri lanka sabha?","Kohli","Dhoni","Rohit sharma","Dhawan","3","2012 Rohit Sharma, Mariyappan Thangavelu, Manika Batra, Vinesh Phogat, and Rani Rampal (2020) ""Bring back the scouts"".","1.8864941596984863"
"6fe0c33c-98a2-11eb-b28e-4fc593e2bb35","What is the name of the 'Sabada Anjum Karim'?","rajan","Bhojraj","Mithali raj","Mithai","3","Dhoni had previously captained India on a stand-in basis against South Africa and Australia, in 2008 and 2009 respectively. Saba Anjum Karim (2015) Mithali Raj (2015) P. V. Sindhu (2015) The story of the ODI series in South Africa was the same for both Dhoni and India as Dhoni scored 139 runs in 4 matches and India lost the series 4-0.","1.9693515300750732"
"722f2cc8-98a2-11eb-b28e-4fc593e2bb35","who is the leader of sri lanka sabha in india?","Prashanti singh","Singh","rajan","Giriraj","1","Borde 1970/71-1974: Prashanti Singh (2019) ""Epidemic of dropped catches"".","2.1850192546844482"
"7c3ae090-98a2-11eb-b28e-4fc593e2bb35","What was the name of Dhoni's baby girl?","Hopper","Penelope","Ziva","Kate","3","Geeta Zutshi (1983) Charles Borromeo (1984) Dhoni became a father on 6 February 2015 to a baby girl named Ziva. Kunjarani Devi (<PHONE>)","1.750505805015564"
"7c3ae091-98a2-11eb-b28e-4fc593e2bb35","What is the name of the baby girl that Dhoni became a father to?","Kate","Hopper","Ziva","Penelope","3","Geeta Zutshi (1983) Charles Borromeo (1984) Dhoni became a father on 6 February 2015 to a baby girl named Ziva. Kunjarani Devi (<PHONE>)","1.4026137590408325"
"81b88914-98a2-11eb-b28e-4fc593e2bb35","who is the only indian to have won the odi test?","Rahane","Dhoni","Pandya","Rayudu","2","Archived from the original (PDF) on 15 November 2014. Dhoni went past 10,000 ODI runs in the second ODI against England during his team's 2018 tour, and became the fourth Indian and twelfth overall to do so. In June 2018, Pune-based decorative paint maker company Indigo Paints signed Dhoni as company's brand ambassdor for three years.","1.3272784948349"
"834074fe-98a2-11eb-b28e-4fc593e2bb35","What is the name of the Indian Territorial Army's honorary rank?","Master Sergeant","Lieutenant colonel","Commissioned Officer","Major General","2","Dhoni was named vice-captain of the ODI team for the series against South Africa in Ireland and the subsequent India-England seven-match ODI series. The Indian Territorial Army conferred the honorary rank of Lieutenant Colonel to Dhoni on 1 November 2011. ""Yahoo Cricket"".","1.7801334857940674"
"8ba9ee40-98a2-11eb-b28e-4fc593e2bb35","who is the top australian cricketer in the world?","Ricky Ponting","Brett Lee","Shane Watson","Michael hussey","4","""India win series 2-0, regain Border-Gavaskar Trophy | Cricket News"". Michael Hussey from Australia replaced him at the top spot at the beginning of 2010. MS Dhoni named captain for both T20I and ODI, Virat Kohli Test captain"".","1.6327219009399414"
"8f69c9a6-98a2-11eb-b28e-4fc593e2bb35","What is the name of the East Zone U-19 team that Dhoni made it to?","Ck nayudu trophy","Invoker nayudu trophy","Xedit nayudu trophy","Ae nayudu trophy","1","Dhoni finished with 193 runs and was named player of the series. Dhoni made it to the East Zone U-19 squad for the CK Nayudu trophy but scored only 97 runs in four matches, as East Zone lost all four matches and finished last in the tournament. Captain of India Dhoni captaining India in an ODI in February 2012 Dhoni was named the captain of Indian squad for the inaugural ICC World Twenty20 held in South Africa in September 2007.","1.5362019538879395"
"92503b0a-98a2-11eb-b28e-4fc593e2bb35","who is captain of india in odi series 2017?","Rahane","Pandya","Dhoni","Rayudu","3","Rahul Dravid (2004) Stepping down as captain and thereafter Dhoni stepped down as captain of India in the limited over formats in January 2017, just ahead of the ODI series at home against England. Entertainment.oneindia.in.","0.29272574186325073"
"92503b0b-98a2-11eb-b28e-4fc593e2bb35","What was the name of the Taj Bengal hotel where the couple married?","Hyderabad","Mumbai","Chennai","Kolkata","4","Entertainment.oneindia.in. At the time of their marriage, she was studying hotel management and was working as a trainee at the Taj Bengal, Kolkata. Dhoni is the most successful Indian Test captain with 27 Test wins, eclipsing Sourav Ganguly's record of 21.","1.4334681034088135"
"95a40318-98a2-11eb-b28e-4fc593e2bb35","What is the first Indian wicket-keeper to take 300 ODI Catches?","Mr","Mrs","Naela","Ms dhoni","4","The impasse continued for more than 15 minutes and Lara's temper was on display with finger-wagging against the umpires and snatching the ball from umpire Asad Rauf. ""India vs England: MS Dhoni Becomes First India Wicket-keeper To Take 300 ODI Catches"". The Hindu. 22 March 2019.","1.7349450588226318"
"95a40319-98a2-11eb-b28e-4fc593e2bb35","What was the date of the wedding?","22 march 2019","22 march Current Year","22 march This Years","22 march The Current Year","1","The Hindu. 22 March 2019. The wedding took place one day after the couple got engaged. Dhoni's talent was discovered via the BCCI's small-town talent-spotting initiative TRDW.","1.3764134645462036"
"999e46b8-98a2-11eb-b28e-4fc593e2bb35","who is the highest civilian award in india?","The Government Of India","Padma bhushan","Chief Minister","Outstanding Contribution","2","6 December 2005. Padma Bhushan, India's third-highest civilian award. 2009: ""Records / One-Day Internationals / Individual records (captains, players, umpires) / Captains who have kept wicket"".","2.415588140487671"
"9c9db31c-98a2-11eb-b28e-4fc593e2bb35","Dhoni is the Vice-President of India Cements Ltd., after?","Resigning from air South Asia","Resigning from air india","Resigning from air Pakistan","Resigning from air Bangladesh","2","In March 2013, Dhoni became the most successful Indian Test captain when he eclipsed Sourav Ganguly's record of 21 victories from 49 Tests. Dhoni holds the post of Vice-President of India Cements Ltd., after resigning from Air India. MS Dhoni first Indian wicketkeeper to effect 400 dismissals in ODIs - Times of India"".","1.2642273902893066"
"9f330172-98a2-11eb-b28e-4fc593e2bb35","""What is the name of the Sen. who said """"I am not a?","Theoden","Gondor","Jotaro","Rohan","4","The bat used by Dhoni in the final match was sold for Rs 72 Lac. Sen, Rohan. "" ""India announce preliminary 30-man World Cup squad"".","0.2521202862262726"
"abcfe5c6-98a2-11eb-b28e-4fc593e2bb35","What was the name of Punjab U-19s' teammate Yuvraj Singh?","Pandya","Rahane","Dhoni","Rayudu","3","Bollywoodhungama.com. Bihar's efforts were dwarfed by Punjab U-19s' 839 with Dhoni's future national squad teammate Yuvraj Singh making 358. In 2017, his team reached the final, where they lost to Mumbai Indians.","1.2565959692001343"
"ac6fdb80-98a2-11eb-b28e-4fc593e2bb35","What was the number of players in the Punjab U-19s?","462","723","839","363","3","Bollywoodhungama.com. Bihar's efforts were dwarfed by Punjab U-19s' 839 with Dhoni's future national squad teammate Yuvraj Singh making 358. In 2017, his team reached the final, where they lost to Mumbai Indians.","2.6214394569396973"
"adc3a53e-98a2-11eb-b28e-4fc593e2bb35","who won the nba final in 2017?","Mumbai indians","Csk","Kxip","Rohit Sharma","1","Bihar's efforts were dwarfed by Punjab U-19s' 839 with Dhoni's future national squad teammate Yuvraj Singh making 358. In 2017, his team reached the final, where they lost to Mumbai Indians. Dhoni did not have a great start to his ODI career, getting run out for a duck on debut.","1.125253438949585"
"adc3a53f-98a2-11eb-b28e-4fc593e2bb35","What is the name of the field hockey team in Pakistan?","Maqsood","Umer","Zafar iqbal","Saqib","3","Triangular Tournament 2004 Season"". Zafar Iqbal (field hockey) (2012) ""ICC Team of the Decade:","0.4187537431716919"
"b03c5dec-98a2-11eb-b28e-4fc593e2bb35","who is the captain of india cricket team in t20?","Rahane","Jadeja","Rayudu","Dinesh karthik","4","Living Media. The team also saw the entry of wicket-keeper/batsmen from the junior ranks, with talents like Parthiv Patel and Dinesh Karthik (both India U-19 captains) named in the Test squads. Dhoni bowling in the nets.","1.8722660541534424"
"b51e71ba-98a2-11eb-b28e-4fc593e2bb35","What is the name of the TV station that hosted the original show with MS Dhoni?","Foxtel","Nowtv","Hotstar","Kayo","3","Retrieved 6 May 2016. ^ ""Hotstar's original show with MS Dhoni to premiere on 20 March - TelevisionPost: Latest News, India's Television, Cable, DTH, TRAI"". ""Mahendra Singh Dhoni: India's worst Test captain away from home"".","0.3359428942203522"
"b5f954ec-98a2-11eb-b28e-4fc593e2bb35","what is the first time india has won test series?","1998","2013","1999","1995","2","During the 2015 Cricket World Cup, Dhoni became the first Indian captain to win all group stage matches in such a tournament. In 2013, under Dhoni's captaincy, India became the first team in more than 40 years to whitewash Australia in a Test series. 'One of the True Legends':","1.3123323917388916"
"b84888d0-98a2-11eb-b28e-4fc593e2bb35","Amitabh Bachchan was a fan of the cricket team of India. What was?","filmdom","actress","film-star","Bollywood actor","4","Harbhajan 2 Dhoni (c) 3 Dhoni is a fan of Adam Gilchrist, and his childhood idols were cricket teammate Sachin Tendulkar, Bollywood actor Amitabh Bachchan and singer Lata Mangeshkar Dhoni studied at DAV Jawahar Vidya Mandir, Shyamali, Ranchi, Jharkhand where he initially excelled in badminton and football and was selected at district and club level in these sports. ^ ""MS Dhoni joins BCCI boss' company as vice-president"".","0.041166894137859344"
"cee50c8a-98a2-11eb-b28e-4fc593e2bb35","what is the name of the champions trophy 2017?","Team of the tournament","Team of the Semifinals","Team of the Grand Finals","Team of the Invitational","1","Awards and achievements See also: Player of the Match awards (cricket) ""Champions Trophy 2017: Team of the tournament"". Dhoni banned for one ODI after India's second over-rate offence"".","1.6618692874908447"
"cee50c8b-98a2-11eb-b28e-4fc593e2bb35","what is the number 6 position in odi?","2711","3784","4031","2787","3","30 October 2013. Most career runs in ODI history when batting at number 6 position (4031) ^ ""Records / Combined Test, ODI and T20I records / Individual records (captains, players, umpires) /","0.5404475331306458"
"d4166f0a-98a2-11eb-b28e-4fc593e2bb35","Dhoni scored an unbeaten 45 off 52 balls in the final over required for the?","Death","Battle","Victory","Defeat","3","Sheringham, Sam (9 October 2012). Dhoni scored an unbeaten 45 off 52 balls with scoring 16 runs in the final over required for the victory. ""Records | One-Day Internationals | Wicketkeeping records | Most dismissals in career | ESPNcricinfo.com"".","1.4693281650543213"
"d599d9f2-98a2-11eb-b28e-4fc593e2bb35","Leslie Claudius (1971) is credited with the creation of the first human body?","Kailen","Nannar","Manna","Sailen manna","4","""Records | One-Day Internationals | Wicketkeeping records | Most dismissals in career | ESPNcricinfo.com"". Leslie Claudius (1971) Sailen Manna (1971) India was required to win their last group match against the Lankans, but they lost by 69 runs.","0.08268550783395767"
"d599d9f3-98a2-11eb-b28e-4fc593e2bb35","What was the title of the book by Leslie Claudius?","Kailen","Manna","Nannar","Sailen manna","4","""Records | One-Day Internationals | Wicketkeeping records | Most dismissals in career | ESPNcricinfo.com"". Leslie Claudius (1971) Sailen Manna (1971) India was required to win their last group match against the Lankans, but they lost by 69 runs.","1.8443336486816406"
"d7239e70-98a2-11eb-b28e-4fc593e2bb35","how many runs in the last group match?","71","77","421","69","4","Leslie Claudius (1971) Sailen Manna (1971) India was required to win their last group match against the Lankans, but they lost by 69 runs. 19 January 2017.","2.046010732650757"
"d7239e71-98a2-11eb-b28e-4fc593e2bb35","who has been dismissed in the last odi test match?","Manish Pandey","Prithvi Shaw","Yuvraj Singh","Aiden markram","4","Following the third Test in Melbourne, Dhoni announced his retirement from the format. He reached the milestone of effecting 400 dismissals in ODIs in February 2018, following the stumping of Aiden Markram in the third ODI of the South Africa tour. He was named as a wicketkeeper of the 'Team of the Tournament' at the 2017 Champions Trophy by Cricbuzz.","0.17052829265594482"
"d87738b8-98a2-11eb-b28e-4fc593e2bb35","who has the highest dismissal in odi?","Yuvraj Singh","Aiden markram","Prithvi Shaw","Manish Pandey","2","Following the third Test in Melbourne, Dhoni announced his retirement from the format. He reached the milestone of effecting 400 dismissals in ODIs in February 2018, following the stumping of Aiden Markram in the third ODI of the South Africa tour. He was named as a wicketkeeper of the 'Team of the Tournament' at the 2017 Champions Trophy by Cricbuzz.","1.123334527015686"
"dba529f0-98a2-11eb-b28e-4fc593e2bb35","How many deliveries did Dhoni score in the second match of the series?","114","108","123","111","3","Saikhom Mirabai Chanu (2018) In the second match of the series, Dhoni, in his fifth one-day international, scored 148 in Visakhapatnam off only 123 deliveries. ""Full Scorecard of East Zone vs Central Zone, Deodhar Trophy, Innings - Score Report | ESPNcricinfo.com"".","2.4670023918151855"
"dcde9180-98a2-11eb-b28e-4fc593e2bb35","who is the captain of bhohar in odi?","Mrs","Mr","Naela","Ms dhoni","4","""West Indies series a big one for MS Dhoni ahead of 2019 World Cup: Contents 1 Early life and background 2 Early career 2.1 Junior cricket in Bihar 2.2 Bihar cricket team 2.3 Jharkhand cricket team 2.4 India A team 3 International career 3.1 Start of ODI career 3.2 Breakthrough 3.3 2007 World Cup 3.4 Rise through ranks 3.5 Post 2011 World Cup 3.6 2015 World Cup 3.7 Stepping down as captain and thereafter 3.8 Test career He decided not to travel back to India and was famously quoted saying that ""I am on national duty, other things can wait"" International records Test cricket Under Dhoni's captaincy, India topped the Test cricket rankings for the first time, in 2009.","1.2035772800445557"
"dcde9181-98a2-11eb-b28e-4fc593e2bb35","who has been captain of india since the start of world cup?","Mrs","Ms dhoni","Mr","Naela","2","""West Indies series a big one for MS Dhoni ahead of 2019 World Cup: Contents 1 Early life and background 2 Early career 2.1 Junior cricket in Bihar 2.2 Bihar cricket team 2.3 Jharkhand cricket team 2.4 India A team 3 International career 3.1 Start of ODI career 3.2 Breakthrough 3.3 2007 World Cup 3.4 Rise through ranks 3.5 Post 2011 World Cup 3.6 2015 World Cup 3.7 Stepping down as captain and thereafter 3.8 Test career He decided not to travel back to India and was famously quoted saying that ""I am on national duty, other things can wait"" International records Test cricket Under Dhoni's captaincy, India topped the Test cricket rankings for the first time, in 2009.","0.7207118272781372"
"deb9af8a-98a2-11eb-b28e-4fc593e2bb35","who is the captain of bhohar in world cup?","Naela","Mrs","Ms dhoni","Mr","3","""West Indies series a big one for MS Dhoni ahead of 2019 World Cup: Contents 1 Early life and background 2 Early career 2.1 Junior cricket in Bihar 2.2 Bihar cricket team 2.3 Jharkhand cricket team 2.4 India A team 3 International career 3.1 Start of ODI career 3.2 Breakthrough 3.3 2007 World Cup 3.4 Rise through ranks 3.5 Post 2011 World Cup 3.6 2015 World Cup 3.7 Stepping down as captain and thereafter 3.8 Test career He decided not to travel back to India and was famously quoted saying that ""I am on national duty, other things can wait"" International records Test cricket Under Dhoni's captaincy, India topped the Test cricket rankings for the first time, in 2009.","1.2515679597854614"
"dfd260ce-98a2-11eb-b28e-4fc593e2bb35","What was the score of Dhoni's 174 runs in 3 matches in the?","87.00","289.99","224.99","Austin Computers","1","NDTVsports.com. Dhoni had a good Afro-Asia Cup, scoring 174 runs in 3 matches at an average of 87.00, with a blitzkrieg 139 not out off 97 balls, a Man of the Match innings, in the third ODI. Holds the record for playing the most matches in ODI history as captain who has also served as a wicket-keeper(200) Dhoni holds the records of the most dismissals in an innings (6) and career (432) by an Indian wicket-keeper.","1.7370457649230957"
"dfd260cf-98a2-11eb-b28e-4fc593e2bb35","how many dismissals in an innings in odi?","8","7","5","6","4","Dhoni had a good Afro-Asia Cup, scoring 174 runs in 3 matches at an average of 87.00, with a blitzkrieg 139 not out off 97 balls, a Man of the Match innings, in the third ODI. Holds the record for playing the most matches in ODI history as captain who has also served as a wicket-keeper(200) Dhoni holds the records of the most dismissals in an innings (6) and career (432) by an Indian wicket-keeper. He is a powerful hitter of the ball and is one of the fastest men in running between the wickets.","2.3160343170166016"
"e130a0c0-98a2-11eb-b28e-4fc593e2bb35","what is the name of the trophy that india won in cricket?","Asia Cup","The Asia Cup","Champions trophy","Wt20","3","Wisden Almanack. Just after the Champions Trophy, India toured West Indies for a tri-nation tournament against West Indies and Sri Lanka. Salati, Aamir (19 January 2016). ""","1.6054261922836304"
"e22be322-98a2-11eb-b28e-4fc593e2bb35","What is the name of the 'Aamir' in the title of the 2016 film?","Salati","Salani","Lazzati","Salatino","1","Just after the Champions Trophy, India toured West Indies for a tri-nation tournament against West Indies and Sri Lanka. Salati, Aamir (19 January 2016). "" Dhoni's record as ODI captain post-World Cup is poor"".","1.3927499055862427"
"e38ba522-98a2-11eb-b28e-4fc593e2bb35","Which cricket team won the first Test match of the season in Australia in 1899?","Pakistan","Bangladesh","South Asia","India","4","Press Trust of India. Cricket Australia. MS Dhoni Becomes The Second Indian To Play 350 ODIs"".","0.40098172426223755"
"e9373040-98a2-11eb-b28e-4fc593e2bb35","What is the Cooch Behar Trophy averages?","Maharashtra squad u-19","Bihar squad u-19","Karnataka squad u-19","Nadu squad u-19","2","Dhoni weds Sakshi - News Stories, Latest News Headlines on Times of India"". ""Statistics: Bihar Squad U-19 Cooch Behar Trophy Averages"". Chandgi Ram (1971)","2.163583278656006"
"ea22935a-98a2-11eb-b28e-4fc593e2bb35","What was the name of the 'Anagaraghavan' in 1975?","Vijayaraghavan","Veeraraghavan","Venkataramanan","Venkataraghavan","4","""MS Dhoni retires from all international cricket"". Wadekar <PHONE>: Venkataraghavan 1975/76-1978/79: Retrieved 4 August 2015.","2.289641857147217"
"ea22935b-98a2-11eb-b28e-4fc593e2bb35","What was the name of the sanathan in 1975/76?","Vijayaraghavan","Venkataraghavan","Venkataramanan","Veeraraghavan","2","""MS Dhoni retires from all international cricket"". Wadekar <PHONE>: Venkataraghavan 1975/76-1978/79: Retrieved 4 August 2015.","1.5701884031295776"
"ee70489e-98a2-11eb-b28e-4fc593e2bb35","What was the name of the first CCL player to score a century?","Rahane","Rayudu","Pandya","Dhoni","4","India was in a tight spot when Dhoni along with Irfan Pathan tried to steady the ship, with the team still needing 107 runs to avoid a follow-on. He grabbed the opportunity and scored centuries and helped CCL move to the A division. Territorial Army","0.1303231418132782"
"f4325a7e-98a2-11eb-b28e-4fc593e2bb35","What was Dhoni's ranking in the list of highest paid athletes in the world?","24Th","28Th","19Th","23rd","4","Dhoni followed up the century with some prosaic batting performances over the next three matches, one against Pakistan that India lost and two against England that had India holding a 1-0 lead. In June 2015, Forbes ranked Dhoni at 23rd in the list of highest paid athletes in the world, estimating his earnings at US$31 million. Initially, Dhoni appeared as a lower-order attacking batsman but he gradually changed his playing style to deal with high-pressure scenarios and his growing responsibility as a captain.","2.8637635707855225"
"f70081b8-98a2-11eb-b28e-4fc593e2bb35","who is the leader of saikhom chanu and virat kohl?","Gopika","Mugdha","priya","Bipasha basu","4","""Error"". Saikhom Mirabai Chanu and Virat Kohli (2018) According to Bollywood actress Bipasha Basu, a close friend of Dhoni, the wedding was planned for months and was not a spur of the moment decision.","0.9560426473617554"
"fc29e454-98a2-11eb-b28e-4fc593e2bb35","Jaspal Rana is the real name of the actress who is the lead singer of the?","Pandya","Dhoni","Rahane","Rayudu","2","Retrieved 28 December 2020. Jaspal Rana (2002) Once, while staying at the railway quarters, Dhoni and a couple of his friends covered themselves in white bedsheets and walked around in the complex late in the night.","1.353527307510376"
"02464f9e-98a3-11eb-b28e-4fc593e2bb35","What is the name of the one-day squad that omitted Laxman from the?","Kumble","Sachin","Ganguly","Kohli","1","2015 Cricket World Cup For the 2015 World Cup held in Australia and New Zealand, Dhoni was named the captain of the 30-member squad by the BCCI in December 2014. ^ ""Kumble and Laxman omitted from one-day squad"". In 2019, Dhoni Entertainment entered into a long-term business agreement with Banijay Asia to produce content in various genres.","0.19119496643543243"
"0537cfd4-98a3-11eb-b28e-4fc593e2bb35","What was the name of the captain of Dhoni?","Tendulkar","Viv Richards","Sachin","Dravid","1","Retrieved 4 October 2013. ^ After winning the 2011 ICC Cricket World Cup final against Sri Lanka on 2 April 2011, with his match-winning knock of unbeaten 91, Tendulkar heaped praises on Dhoni, claiming him to be the best captain he has played under. Retrieved 2 September 2011.","1.8905094861984253"
"08c26344-98a3-11eb-b28e-4fc593e2bb35","What is the name of Dhoni's home town?","Lahore","Dehradun","Kolkata","Ahmedabad","2","Retrieved 23 May 2008. ^ Personal life Dhoni married Sakshi Singh Rawat, his schoolmate in DAV Jawahar Vidya Mandir, Shyamali and a native of Dehradun, Uttarakhand, on 4 July 2010. India also came close to defeating South Africa in South Africa in early 2011 before Kallis' twin hundreds ensured that the series ended at 1-1.","2.219755172729492"
"104be9fa-98a3-11eb-b28e-4fc593e2bb35","who is the director of ajay thakur tahri?","M. §§ ganesh","M. p. ganesh","M. Ibid ganesh","M. Journal Of Discourses ganesh","2","Dhoni finished the season with 283 runs in 5 matches. Ajay Thakur (2019) 2020s Oinam Bembem Devi (2020) M. P. Ganesh (2020) Indigo Paints signs MS Dhoni as brand ambassador; plans Rs 240 crore ad spend over 3 years"".","1.8553476333618164"
"14b10bec-98a3-11eb-b28e-4fc593e2bb35","how many wickets did england score in the last test?","171","159","164","177","3","With Dhoni making a mark in the India A squad, he was picked in the ODI squad for the Bangladesh tour in 2004/05. It was also the highest score by a wicket-keeper-captain beating Englishman Alec Stewart's 164. Wisden India.","2.67861270904541"
"2175e80c-98a3-11eb-b28e-4fc593e2bb35","In which district of Uttarakhand is Lwali located?","Javy","Schwarber","Dansby","Almora","4","5 July 2010. His paternal village Lwali is in the Lamgara block of the Almora District of Uttarakhand. Results | Deodhar Trophy, 2003/04 | ESPNcricinfo.com"".","1.8598098754882812"
"230b5d14-98a3-11eb-b28e-4fc593e2bb35","What was the name of the East Zone team that won the Deodhar Trophy in 2003?","Rahane","Dhoni","Pandya","Rayudu","2","However, his team finished in 7th place. Dhoni was part of the East Zone squad that won the Deodhar Trophy 2003-2004 season and contributed with 244 runs in 4 matches, including a century (114) against Central zone. He was named the captain of the side in their absence, and became the first cricketer to lead India 200 times in ODIs.","1.434475302696228"
"23b82260-98a3-11eb-b28e-4fc593e2bb35","What was the total number of runs Dhoni scored in 4 matches?","272","184","171","244","4","However, his team finished in 7th place. Dhoni was part of the East Zone squad that won the Deodhar Trophy 2003-2004 season and contributed with 244 runs in 4 matches, including a century (114) against Central zone. He was named the captain of the side in their absence, and became the first cricketer to lead India 200 times in ODIs.","2.9632842540740967"
"24f1fce6-98a3-11eb-b28e-4fc593e2bb35","What was the name of the man who scored the most points in the match against Zimbabwe?","Parthiv Patel","Prithvi Shaw","Virat Kohli","Suresh raina","4","^ ""Records / India / One-Day Internationals / Most dismissals"". In the match against Zimbabwe at Eden Park, he made 85 not out chasing 288 and had an unbeaten partnership of 196 with Suresh Raina. During the post-match presentation, he described this six as more important than the one he hit during the ICC World Cup final in 2011.","0.6649251580238342"
"2db5c312-98a3-11eb-b28e-4fc593e2bb35","What is the name of the best white ball captain of this era?","Mrs","Naela","Ms dhoni","Mr","3","Retrieved 25 November 2020. ^ ""MS Dhoni best white-ball captain of this era: Michael Vaughan - Times of India"". Anisuzzaman Mrityunjay Athreya Padmanabhan Balaram Dalveer Bhandari Ruskin Bond Anita Desai Pullela Gopichand Kamal Haasan Jyeshtharaj Joshi V. N. Kaul Neelam","0.33049413561820984"
"2face998-98a3-11eb-b28e-4fc593e2bb35","What was the average score for Dhoni's 84 runs against South Africa?","Views","48.0","Dbmv","Changeup Start Speed","2","Karnam Malleswari (1999) Against South Africa, Dhoni managed 84 runs at an average of 48.0, including one half-century. 31 January 2014. ""","3.117737293243408"
"2face999-98a3-11eb-b28e-4fc593e2bb35","What was the average score of Dhoni's run against South Africa?","Changeup Start Speed","48.0","Views","Dbmv","2","Karnam Malleswari (1999) Against South Africa, Dhoni managed 84 runs at an average of 48.0, including one half-century. 31 January 2014. ""","3.054939031600952"
"316f4104-98a3-11eb-b28e-4fc593e2bb35","What is the name of the most run cricket match in the world?","Invoker nayudu trophy","Ae nayudu trophy","Xedit nayudu trophy","Ck nayudu trophy","4","Virat Kohli, Kane Williamson, Steven Smith, Joe Root nominated for ICC men's cricketer of the decade award"". ""CK Nayudu Trophy 1999/00 Batting - Most Runs"". Pankaj Advani Philipose Mar Chrysostom Mahendra Singh Dhoni Alexander Kadakin Ramachandran Nagaswamy Laxman Pai Arvind Parikh Sharda Sinha 2019","1.5945500135421753"
"34cdeda0-98a3-11eb-b28e-4fc593e2bb35","What is the meaning of Kansal's title?","Praful","Sonal","Sonali","Meenal","2","Retrieved 12 March 2019. ^ "" Kansal, Sonal (6 March 2019). Playing a knock of 113 not out, he had a record partnership with Ravichandran Ashwin, although in a losing cause.","0.9484379887580872"
"358d55c8-98a3-11eb-b28e-4fc593e2bb35","who played 113 not out in a losing cause?","Ravichandran ashwin","Ashwin","Ravichander","Ravichandra","1","Kansal, Sonal (6 March 2019). Playing a knock of 113 not out, he had a record partnership with Ravichandran Ashwin, although in a losing cause. Mihir Sen (1959) Milkha Singh (1959) 1960s Vijay Hazare (1960)","0.1583956778049469"
"358d55c9-98a3-11eb-b28e-4fc593e2bb35","Milkha Singh was the first female Prime Minister of India. What was his name?","Mihir sen","kher","Mohnish","Brijmohan","1","Playing a knock of 113 not out, he had a record partnership with Ravichandran Ashwin, although in a losing cause. Mihir Sen (1959) Milkha Singh (1959) 1960s Vijay Hazare (1960) Retrieved 3 September 2017. ^","1.6184090375900269"
